filename,target,split
real_00545,0,train
real_00548,0,train
real_00549,0,train
real_00550,0,train
real_00551,0,train
real_00552,0,train
real_00553,0,train
real_00554,0,train
real_00555,0,train
real_00557,0,test
real_00558,0,test
real_00559,0,train
real_00560,0,test
real_00561,0,train
real_00562,0,train
real_00563,0,train
real_00564,0,train
real_00565,0,train
real_00566,0,train
real_00567,0,train
real_00569,0,test
real_00570,0,train
real_00571,0,test
real_00572,0,test
real_00573,0,train
real_00574,0,train
real_00575,0,train
real_00576,0,test
real_00577,0,train
real_00578,0,train
real_00579,0,train
real_00580,0,train
real_00581,0,train
real_00583,0,train
real_00584,0,train
real_00585,0,train
real_00586,0,train
real_00587,0,train
real_00588,0,train
real_00589,0,train
real_00591,0,train
real_00592,0,train
real_00593,0,train
real_00594,0,train
real_00596,0,test
real_00597,0,train
real_00598,0,test
real_00600,0,train
real_00601,0,train
real_00602,0,train
real_00603,0,test
real_00605,0,train
real_00606,0,train
real_00607,0,train
real_00609,0,train
real_00610,0,train
real_00611,0,train
real_00612,0,train
real_00613,0,train
real_00614,0,valid
real_00615,0,test
real_00617,0,train
real_00619,0,test
real_00620,0,train
real_00621,0,train
real_00622,0,train
real_00623,0,test
real_00624,0,train
real_00625,0,train
real_00626,0,train
real_00627,0,train
real_00630,0,train
real_00632,0,train
real_00633,0,test
real_00634,0,train
real_00635,0,train
real_00636,0,train
real_00637,0,train
real_00638,0,valid
real_00640,0,train
real_00641,0,train
real_00643,0,train
real_00644,0,train
real_00645,0,train
real_00646,0,test
real_00647,0,train
real_00648,0,train
real_00649,0,test
real_00650,0,train
real_00651,0,train
real_00652,0,train
real_00653,0,train
real_00654,0,test
real_00656,0,train
real_00657,0,train
real_00658,0,test
real_00659,0,train
real_00660,0,train
real_00661,0,train
real_00662,0,test
real_00663,0,train
real_00664,0,train
real_00666,0,train
real_00667,0,train
real_00668,0,train
real_00669,0,train
real_00670,0,train
real_00671,0,train
real_00673,0,train
real_00674,0,train
real_00675,0,train
real_00676,0,train
real_00677,0,test
real_00678,0,train
real_00679,0,train
real_00680,0,test
real_00681,0,train
real_00682,0,train
real_00683,0,test
real_00685,0,train
real_00686,0,train
real_00687,0,train
real_00688,0,train
real_00689,0,train
real_00690,0,train
real_00691,0,train
real_00692,0,test
real_00693,0,train
real_00694,0,test
real_00695,0,train
real_00697,0,test
real_00699,0,train
real_00701,0,test
real_00702,0,train
real_00703,0,train
real_00704,0,train
real_00705,0,train
real_00706,0,train
real_00707,0,train
real_00708,0,train
real_00710,0,train
real_00711,0,train
real_00712,0,train
real_00713,0,train
real_00714,0,train
real_00715,0,train
real_00716,0,train
real_00717,0,train
real_00718,0,train
real_00719,0,test
real_00720,0,train
real_00721,0,train
real_00722,0,test
real_00723,0,train
real_00724,0,train
real_00725,0,train
real_00726,0,train
real_00727,0,test
real_00728,0,train
real_00729,0,train
real_00730,0,test
real_00731,0,train
real_00732,0,train
real_00733,0,train
real_00734,0,train
real_00735,0,train
real_00736,0,train
real_00737,0,train
real_00738,0,train
real_00739,0,train
real_00740,0,train
real_00742,0,train
real_00743,0,train
real_00744,0,train
real_00745,0,train
real_00747,0,train
real_00748,0,test
real_00749,0,train
real_00750,0,test
real_00751,0,train
real_00752,0,test
real_00754,0,train
real_00755,0,train
real_00757,0,train
real_00758,0,train
real_00759,0,train
real_00763,0,train
real_00764,0,train
real_00765,0,train
real_00766,0,train
real_00767,0,train
real_00768,0,train
real_00769,0,train
real_00771,0,train
real_00772,0,train
real_00773,0,test
real_00774,0,train
real_00775,0,train
real_00776,0,train
real_00777,0,train
real_00778,0,train
real_00779,0,train
real_00780,0,train
real_00781,0,test
real_00782,0,test
real_00784,0,test
real_00785,0,train
real_00786,0,test
real_00787,0,test
real_00788,0,train
real_00789,0,train
real_00790,0,train
real_00792,0,train
real_00793,0,train
real_00794,0,valid
real_00795,0,test
real_00797,0,train
real_00798,0,train
real_00799,0,train
real_00800,0,train
real_00801,0,train
real_00802,0,train
real_00805,0,train
real_00806,0,test
real_00807,0,train
real_00808,0,train
real_00809,0,train
real_00810,0,test
real_00811,0,train
real_00812,0,train
real_00813,0,train
real_00814,0,train
real_00815,0,train
real_00816,0,train
real_00818,0,train
real_00819,0,test
real_00820,0,train
real_00821,0,train
real_00823,0,train
real_00824,0,train
real_00825,0,train
real_00826,0,train
real_00827,0,test
real_00828,0,train
real_00829,0,test
real_00830,0,train
real_00831,0,train
real_00833,0,train
real_00835,0,train
real_00836,0,valid
real_00837,0,test
real_00838,0,train
real_00840,0,train
real_00841,0,train
real_00842,0,train
real_00843,0,train
real_00844,0,train
real_00845,0,train
real_00846,0,train
real_00847,0,test
real_00848,0,train
real_00849,0,test
real_00850,0,train
real_00851,0,train
real_00852,0,test
real_00853,0,train
real_00854,0,train
real_00855,0,train
real_00856,0,train
real_00858,0,train
real_00859,0,test
real_00860,0,train
real_00861,0,train
real_00862,0,train
real_00864,0,test
real_00865,0,valid
real_00868,0,train
real_00869,0,train
real_00870,0,test
real_00873,0,train
real_00874,0,train
real_00875,0,test
real_00876,0,train
real_00877,0,train
real_00878,0,test
real_00880,0,train
real_00882,0,train
real_00885,0,train
real_00886,0,train
real_00887,0,test
real_00888,0,train
real_00889,0,test
real_00890,0,test
real_00891,0,train
real_00892,0,train
real_00893,0,valid
real_00894,0,train
real_00895,0,test
real_00896,0,train
real_00897,0,train
real_00898,0,train
real_00900,0,train
real_00901,0,train
real_00902,0,train
real_00903,0,test
real_00904,0,train
real_00905,0,train
real_00906,0,test
real_00907,0,test
real_00908,0,train
real_00909,0,train
real_00910,0,train
real_00911,0,train
real_00912,0,train
real_00914,0,train
real_00915,0,test
real_00916,0,train
real_00917,0,train
real_00918,0,train
real_00920,0,train
real_00921,0,test
real_00922,0,train
real_00923,0,test
real_00924,0,train
real_00926,0,train
real_00927,0,train
real_00928,0,train
real_00929,0,train
real_00930,0,train
real_00931,0,test
real_00932,0,train
real_00933,0,train
real_00934,0,test
real_00936,0,train
real_00937,0,test
real_00938,0,train
real_00940,0,train
real_00942,0,train
real_00943,0,train
real_00944,0,train
real_00946,0,train
real_00948,0,train
real_00949,0,train
real_00950,0,test
real_00951,0,test
real_00953,0,train
real_00954,0,train
real_00955,0,valid
real_00956,0,train
real_00957,0,train
real_00958,0,train
real_00959,0,train
real_00961,0,train
real_00963,0,test
real_00964,0,test
real_00966,0,train
real_00967,0,train
real_00968,0,train
real_00969,0,test
real_00970,0,train
real_00971,0,train
real_00972,0,train
real_00973,0,train
real_00974,0,train
real_00975,0,train
real_00976,0,train
real_00977,0,test
real_00978,0,test
real_00979,0,train
real_00981,0,train
real_00982,0,train
real_00983,0,train
real_00984,0,test
real_00985,0,train
real_00986,0,train
real_00987,0,train
real_00988,0,train
real_00989,0,test
real_00991,0,train
real_00992,0,test
real_00993,0,valid
real_00995,0,train
real_00996,0,train
real_00999,0,train
real_01000,0,train
real_01001,0,train
real_01002,0,train
real_01003,0,test
real_01005,0,train
real_01006,0,train
real_01008,0,train
real_01009,0,train
real_01010,0,train
real_01012,0,train
real_01013,0,train
real_01014,0,train
real_01015,0,train
real_01016,0,train
real_01017,0,train
real_01018,0,train
real_01020,0,test
real_01021,0,train
real_01022,0,train
real_01023,0,train
real_01024,0,train
real_01025,0,train
real_01026,0,train
real_01028,0,test
real_01030,0,train
real_01031,0,train
real_01032,0,train
real_01033,0,train
real_01034,0,test
real_01035,0,test
real_01036,0,train
real_01038,0,train
real_01039,0,train
real_01040,0,test
real_01042,0,test
real_01045,0,train
real_01046,0,train
real_01047,0,train
real_01048,0,train
real_01049,0,train
real_01050,0,train
real_01051,0,train
real_01052,0,train
real_01053,0,train
real_01054,0,valid
real_01055,0,train
real_01056,0,train
real_01057,0,test
real_01058,0,train
real_01059,0,train
real_01060,0,test
real_01061,0,train
real_01062,0,valid
real_01063,0,train
real_01064,0,train
real_01065,0,train
real_01066,0,train
real_01067,0,test
real_01068,0,train
real_01069,0,train
real_01070,0,train
real_01073,0,train
real_01074,0,test
real_01076,0,train
real_01077,0,train
real_01078,0,train
real_01079,0,train
real_01080,0,train
real_01081,0,train
real_01082,0,train
real_01083,0,train
real_01084,0,train
real_01086,0,train
real_01087,0,test
real_01092,0,test
real_01093,0,test
real_01094,0,train
real_01096,0,train
real_01097,0,train
real_01098,0,train
real_01099,0,train
real_01100,0,train
real_01101,0,test
real_01102,0,test
real_01103,0,train
real_01104,0,train
real_01105,0,train
real_01107,0,train
real_01110,0,train
real_01111,0,test
real_01112,0,train
real_01113,0,train
real_01114,0,test
real_01115,0,train
real_01117,0,train
real_01118,0,train
real_01120,0,test
real_01121,0,train
real_01124,0,train
real_01125,0,train
real_01126,0,train
real_01127,0,train
real_01128,0,train
real_01129,0,train
real_01130,0,train
real_01131,0,train
real_01132,0,train
real_01133,0,train
real_01134,0,train
real_01136,0,train
real_01137,0,train
real_01138,0,train
real_01139,0,train
real_01140,0,train
real_01141,0,train
real_01142,0,train
real_01144,0,train
real_01145,0,train
real_01146,0,test
real_01148,0,train
real_01149,0,valid
real_01150,0,train
real_01151,0,train
real_01152,0,train
real_01154,0,train
real_01155,0,train
real_01156,0,train
real_01157,0,train
real_01158,0,train
real_01160,0,train
real_01161,0,train
real_01162,0,train
real_01163,0,valid
real_01164,0,train
real_01165,0,test
real_01166,0,train
real_01168,0,test
real_01169,0,train
real_01170,0,test
real_01171,0,train
real_01173,0,valid
real_01174,0,test
real_01175,0,train
real_01176,0,train
real_01178,0,train
real_01179,0,train
real_01180,0,test
real_01181,0,test
real_01182,0,train
real_01183,0,train
real_01185,0,train
real_01186,0,train
real_01187,0,train
real_01189,0,train
real_01190,0,train
real_01192,0,test
real_01193,0,train
real_01196,0,train
real_01197,0,train
real_01198,0,test
real_01199,0,train
real_01200,0,train
real_01201,0,train
real_01203,0,train
real_01204,0,train
real_01205,0,train
real_01206,0,train
real_01207,0,test
real_01208,0,train
real_01209,0,train
real_01210,0,train
real_01211,0,train
real_01212,0,train
real_01214,0,train
real_01215,0,train
real_01216,0,train
real_01217,0,test
real_01218,0,train
real_01219,0,train
real_01220,0,test
real_01221,0,train
real_01222,0,train
real_01224,0,valid
real_01225,0,train
real_01227,0,train
real_01228,0,train
real_01229,0,train
real_01230,0,train
real_01232,0,train
real_01234,0,train
real_01235,0,train
real_01237,0,train
real_01238,0,train
real_01240,0,train
real_01241,0,test
real_01242,0,train
real_01243,0,train
real_01244,0,train
real_01245,0,train
real_01246,0,test
real_01247,0,test
real_01248,0,train
real_01249,0,train
real_01250,0,test
real_01251,0,train
real_01252,0,train
real_01253,0,train
real_01256,0,train
real_01259,0,train
real_01260,0,train
real_01261,0,test
real_01263,0,train
real_01264,0,train
real_01265,0,train
real_01266,0,train
real_01268,0,valid
real_01269,0,train
real_01270,0,train
real_01271,0,train
real_01272,0,train
real_01273,0,train
real_01274,0,train
real_01275,0,valid
real_01276,0,train
real_01278,0,train
real_01279,0,train
real_01280,0,train
real_01282,0,test
real_01283,0,train
real_01284,0,test
real_01285,0,train
real_01286,0,train
real_01288,0,train
real_01289,0,train
real_01290,0,train
real_01291,0,test
real_01293,0,train
real_01294,0,train
real_01295,0,train
real_01296,0,train
real_01297,0,test
real_01299,0,train
real_01301,0,train
real_01302,0,train
real_01303,0,train
real_01305,0,train
real_01306,0,train
real_01307,0,test
real_01308,0,train
real_01310,0,train
real_01311,0,train
real_01312,0,test
real_01313,0,train
real_01315,0,train
real_01316,0,train
real_01317,0,train
real_01318,0,train
real_01319,0,train
real_01320,0,test
real_01321,0,train
real_01322,0,train
real_01323,0,test
real_01324,0,test
real_01327,0,train
real_01328,0,train
real_01329,0,train
real_01330,0,train
real_01331,0,train
real_01334,0,train
real_01335,0,train
real_01336,0,train
real_01337,0,train
real_01340,0,train
real_01341,0,train
real_01342,0,train
real_01343,0,train
real_01344,0,train
real_01345,0,valid
real_01346,0,train
real_01347,0,train
real_01348,0,train
real_01349,0,train
real_01350,0,train
real_01351,0,train
real_01352,0,valid
real_01353,0,train
real_01354,0,train
real_01355,0,train
real_01356,0,train
real_01357,0,test
real_01360,0,train
real_01361,0,train
real_01362,0,train
real_01364,0,test
real_01365,0,test
real_01366,0,train
real_01367,0,train
real_01368,0,train
real_01369,0,test
real_01370,0,train
real_01371,0,train
real_01372,0,train
real_01373,0,train
real_01374,0,train
real_01376,0,train
real_01377,0,train
real_01378,0,train
real_01379,0,train
real_01380,0,train
real_01381,0,train
real_01382,0,train
real_01383,0,train
real_01384,0,train
real_01385,0,train
real_01386,0,test
real_01388,0,train
real_01389,0,train
real_01390,0,train
real_01391,0,train
real_01392,0,test
real_01393,0,test
real_01394,0,train
real_01395,0,train
real_01396,0,train
real_01398,0,train
real_01400,0,train
real_01401,0,train
real_01402,0,train
real_01404,0,train
real_01405,0,valid
real_01406,0,test
real_01407,0,train
real_01408,0,train
real_01409,0,train
real_01410,0,train
real_01411,0,train
real_01413,0,valid
real_01415,0,train
real_01416,0,train
real_01417,0,train
real_01418,0,train
real_01421,0,train
real_01422,0,train
real_01423,0,train
real_01424,0,train
real_01425,0,test
real_01427,0,test
real_01428,0,test
real_01429,0,train
real_01431,0,train
real_01432,0,train
real_01433,0,train
real_01434,0,test
real_01436,0,train
real_01437,0,test
real_01438,0,train
real_01439,0,train
real_01440,0,train
real_01441,0,train
real_01442,0,test
real_01443,0,train
real_01444,0,train
real_01445,0,train
real_01446,0,test
real_01447,0,train
real_01448,0,train
real_01449,0,train
real_01450,0,train
real_01451,0,train
real_01453,0,train
real_01454,0,train
real_01455,0,train
real_01456,0,train
real_01457,0,train
real_01460,0,train
real_01461,0,train
real_01463,0,test
real_01465,0,train
real_01466,0,valid
real_01467,0,train
real_01468,0,train
real_01469,0,train
real_01470,0,train
real_01471,0,train
real_01473,0,train
real_01474,0,train
real_01475,0,train
real_01476,0,train
real_01477,0,train
real_01478,0,train
real_01479,0,test
real_01480,0,train
real_01481,0,train
real_01482,0,train
real_01483,0,train
real_01484,0,train
real_01485,0,test
real_01486,0,train
real_01487,0,train
real_01488,0,train
real_01489,0,train
real_01490,0,train
real_01492,0,test
real_01493,0,train
real_01494,0,train
real_01495,0,train
real_01496,0,train
real_01497,0,valid
real_01499,0,train
real_01503,0,train
real_01504,0,train
real_01505,0,train
real_01506,0,train
real_01507,0,train
real_01508,0,test
real_01509,0,train
real_01510,0,test
real_01511,0,train
real_01512,0,train
real_01513,0,train
real_01514,0,train
real_01515,0,train
real_01516,0,train
real_01517,0,train
real_01518,0,train
real_01520,0,train
real_01521,0,train
real_01522,0,train
real_01523,0,train
real_01524,0,train
real_01525,0,train
real_01526,0,test
real_01527,0,train
real_01528,0,train
real_01529,0,test
real_01530,0,train
real_01531,0,train
real_01533,0,test
real_01535,0,train
real_01537,0,train
real_01538,0,test
real_01539,0,test
real_01540,0,train
real_01541,0,train
real_01542,0,test
real_01543,0,train
real_01544,0,train
real_01546,0,train
real_01547,0,train
real_01548,0,train
real_01549,0,train
real_01550,0,test
real_01551,0,train
real_01552,0,test
real_01554,0,train
real_01555,0,test
real_01556,0,train
real_01557,0,train
real_01558,0,test
real_01560,0,train
real_01561,0,train
real_01562,0,train
real_01563,0,train
real_01565,0,train
real_01566,0,test
real_01567,0,train
real_01568,0,train
real_01569,0,train
real_01570,0,test
real_01571,0,train
real_01572,0,train
real_01573,0,train
real_01574,0,test
real_01575,0,train
real_01576,0,train
real_01577,0,train
real_01578,0,train
real_01579,0,train
real_01580,0,test
real_01581,0,train
real_01582,0,test
real_01583,0,train
real_01584,0,test
real_01586,0,test
real_01587,0,train
real_01588,0,train
real_01589,0,train
real_01590,0,train
real_01591,0,train
real_01592,0,train
real_01593,0,train
real_01594,0,train
real_01595,0,train
real_01596,0,train
real_01597,0,train
real_01598,0,valid
real_01602,0,train
real_01603,0,train
real_01604,0,train
real_01606,0,train
real_01607,0,train
real_01608,0,train
real_01609,0,test
real_01610,0,train
real_01611,0,test
real_01612,0,test
real_01613,0,train
real_01614,0,train
real_01615,0,train
real_01616,0,train
real_01618,0,train
real_01619,0,train
real_01620,0,train
real_01621,0,train
real_01622,0,train
real_01623,0,train
real_01624,0,train
real_01627,0,train
real_01628,0,train
real_01629,0,test
real_01630,0,test
real_01631,0,train
real_01632,0,train
real_01633,0,train
real_01634,0,test
real_01635,0,test
real_01636,0,train
real_01637,0,test
real_01638,0,train
real_01639,0,train
real_01640,0,train
real_01641,0,train
real_01642,0,train
real_01643,0,train
real_01644,0,train
real_01645,0,train
real_01647,0,train
real_01648,0,test
real_01649,0,train
real_01650,0,test
real_01653,0,train
real_01654,0,train
real_01655,0,train
real_01656,0,train
real_01658,0,train
real_01659,0,test
real_01660,0,train
real_01661,0,train
real_01662,0,train
real_01663,0,train
real_01665,0,train
real_01666,0,train
real_01667,0,test
real_01668,0,train
real_01669,0,test
real_01671,0,train
real_01672,0,test
real_01673,0,train
real_01674,0,train
real_01675,0,test
real_01676,0,train
real_01678,0,test
real_01679,0,train
real_01680,0,test
real_01681,0,train
real_01682,0,test
real_01683,0,train
real_01684,0,train
real_01685,0,train
real_01686,0,train
real_01687,0,train
real_01688,0,train
real_01689,0,train
real_01690,0,test
real_01691,0,train
real_01692,0,train
real_01693,0,train
real_01694,0,train
real_01696,0,train
real_01697,0,valid
real_01700,0,train
real_01701,0,train
real_01702,0,train
real_01703,0,train
real_01704,0,test
real_01705,0,train
real_01706,0,train
real_01707,0,train
real_01708,0,train
real_01709,0,train
real_01710,0,train
real_01711,0,train
real_01713,0,train
real_01714,0,train
real_01715,0,train
real_01716,0,train
real_01717,0,train
real_01718,0,train
real_01719,0,valid
real_01720,0,train
real_01721,0,valid
real_01722,0,test
real_01723,0,test
real_01724,0,test
real_01725,0,test
real_01726,0,train
real_01727,0,train
real_01730,0,train
real_01731,0,test
real_01732,0,train
real_01734,0,test
real_01736,0,train
real_01737,0,test
real_01738,0,train
real_01739,0,test
real_01740,0,train
real_01741,0,test
real_01742,0,train
real_01743,0,train
real_01744,0,train
real_01745,0,train
real_01746,0,train
real_01747,0,train
real_01748,0,train
real_01749,0,train
real_01751,0,train
real_01752,0,train
real_01753,0,train
real_01754,0,test
real_01756,0,train
real_01757,0,train
real_01758,0,train
real_01759,0,train
real_01760,0,train
real_01761,0,test
real_01762,0,train
real_01763,0,train
real_01764,0,train
real_01765,0,test
real_01766,0,test
real_01767,0,train
real_01768,0,train
real_01769,0,train
real_01772,0,train
real_01773,0,test
real_01774,0,train
real_01775,0,train
real_01776,0,train
real_01777,0,test
real_01778,0,train
real_01780,0,train
real_01781,0,train
real_01782,0,train
real_01783,0,train
real_01784,0,train
real_01785,0,train
real_01786,0,test
real_01787,0,test
real_01788,0,test
real_01789,0,train
real_01790,0,train
real_01791,0,train
real_01792,0,test
real_01793,0,train
real_01794,0,train
real_01795,0,test
real_01796,0,train
real_01797,0,test
real_01798,0,train
real_01799,0,train
real_01800,0,train
real_01801,0,train
real_01802,0,train
real_01803,0,test
real_01804,0,train
real_01805,0,train
real_01806,0,test
real_01808,0,train
real_01809,0,train
real_01811,0,train
real_01812,0,train
real_01813,0,train
real_01814,0,train
real_01815,0,train
real_01816,0,train
real_01817,0,train
real_01818,0,train
real_01819,0,train
real_01820,0,train
real_01821,0,train
real_01822,0,valid
real_01823,0,train
real_01825,0,train
real_01826,0,train
real_01827,0,train
real_01829,0,train
real_01830,0,train
real_01831,0,train
real_01832,0,test
real_01833,0,train
real_01834,0,train
real_01835,0,train
real_01836,0,train
real_01837,0,train
real_01838,0,train
real_01839,0,train
real_01840,0,train
real_01841,0,train
real_01842,0,train
real_01843,0,train
real_01844,0,train
real_01846,0,test
